id,title,logo,url,level,surface,level_logo,start_date,end_date,year,month,city,country,state,tour_code_alpha_2,tour_code_alpha_3,tour_country_code_m49,tour_region_code,alternative_name,tour_region,tour_subregion,tour_fifa,rank,entry_type,points_gain,prize_money,draw,custom_title,alt_titles,name,seed,flag,round,win_loss,score,url_profile,retired,walkover,bye,first_set_tiebreak,second_set_tiebreak,third_set_tiebreak,has_tiebreak,number_of_sets,first_set_won,total_games,winner_games,loser_games,code_alpha_2,code_alpha_3,country_code_m49,region_code,region,subregion,fifa,splitted_score
3,Wimbledon,,https://www.wtatennis.com/tournaments/904/wimbledon/2018,Grand Slam,Grass,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2018-07-02,2018-07-15,2018,7,Wimbledon,COL,,GB,GBR,826,150,,Europe,Northern Europe,ENG,96.0,Q,110.0,86773.0,128M/128Q/64D,The Championships,,Mariana Duque-Mariño,2.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/col.svg,Qualifying R3 Qual. R3,W,"6-3, 6-2",https://www.wtatennis.com/players/312572/mariana-duque-mari-o,False,False,False,False,False,False,False,2,True,17,12,5,CO,COL,170,019,America,Northern South America,COL,"6,3,None|6,2,None"
4,Wimbledon,,https://www.wtatennis.com/tournaments/904/wimbledon/2018,Grand Slam,Grass,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2018-07-02,2018-07-15,2018,7,Wimbledon,CZE,,GB,GBR,826,150,,Europe,Northern Europe,ENG,223.0,Q,110.0,86773.0,128M/128Q/64D,The Championships,,Karolina Muchova,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/cze.svg,Qualifying R2 Qual. R2,W,"6-2, 2-6, 6-3",https://www.wtatennis.com/players/322191/karolina-muchova,False,False,False,False,False,False,False,3,True,25,14,11,CZ,CZE,203,150,Europe,Central Europe,CZE,"6,2,None|2,6,None|6,3,None"
5,Wimbledon,,https://www.wtatennis.com/tournaments/904/wimbledon/2018,Grand Slam,Grass,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2018-07-02,2018-07-15,2018,7,Wimbledon,CHN,,GB,GBR,826,150,,Europe,Northern Europe,ENG,129.0,Q,110.0,86773.0,128M/128Q/64D,The Championships,,Lin Zhu,18.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/chn.svg,Qualifying R1 Qual. R1,W,"6-0, 6-2",https://www.wtatennis.com/players/317306/lin-zhu,False,False,False,False,False,False,False,2,True,14,12,2,CN,CHN,156,142,Asia,East Asia,CHN,"6,0,None|6,2,None"
1,Nature Valley Classic,,https://www.wtatennis.com/tournaments/1052/birmingham/2018,Premier,Grass,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2018-06-18,2018-06-24,2018,6,Birmingham,USA,,GB,GBR,826,150,United States of America|America|USA|US,Europe,Northern Europe,ENG,77.0,,18.0,3791.0,32M/32Q/16D,Nature Valley Classic,,Jennifer Brady,5.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Qualifying R3 Qual. R3,L,"6-7 (7), 6-4, 4-6",https://www.wtatennis.com/players/318358/jennifer-brady,False,False,False,True,False,False,True,3,False,33,16,17,US,USA,840,019,America,Northern America,USA,"6,7,7|6,4,None|4,6,None"
2,Nature Valley Classic,,https://www.wtatennis.com/tournaments/1052/birmingham/2018,Premier,Grass,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2018-06-18,2018-06-24,2018,6,Birmingham,AUS,,GB,GBR,826,150,,Europe,Northern Europe,ENG,168.0,,18.0,3791.0,32M/32Q/16D,Nature Valley Classic,,Priscilla Hon,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/aus.svg,Qualifying R2 Qual. R2,W,"6-3, 6-4",https://www.wtatennis.com/players/320543/priscilla-hon,False,False,False,False,False,False,False,2,True,19,12,7,AU,AUS,036,009,Oceania,Australasia,AUS,"6,3,None|6,4,None"
3,Nature Valley Classic,,https://www.wtatennis.com/tournaments/1052/birmingham/2018,Premier,Grass,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2018-06-18,2018-06-24,2018,6,Birmingham,USA,,GB,GBR,826,150,United States of America|America|USA|US,Europe,Northern Europe,ENG,111.0,,18.0,3791.0,32M/32Q/16D,Nature Valley Classic,,Caroline Dolehide,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Qualifying R1 Qual. R1,W,"7-5, 6-4",https://www.wtatennis.com/players/322052/caroline-dolehide,False,False,False,False,False,False,False,2,True,22,13,9,US,USA,840,019,America,Northern America,USA,"7,5,None|6,4,None"
1,Roland Garros,,https://www.wtatennis.com/tournaments/903/roland-garros/2018,Grand Slam,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2018-05-27,2018-06-10,2018,5,Paris,SLO,,FR,FRA,250,150,,Europe,Western Europe,FRA,121.0,,2.0,7057.0,128M/128Q/64D,Championnats Internationaux De France,,Dalila Jakupovic,13.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/slo.svg,Qualifying R1 Qual. R1,L,"0-6, 1-2",https://www.wtatennis.com/players/315294/dalila-jakupovic,True,False,False,False,False,False,False,2,False,9,1,8,,,,,,,SLO,"0,6,None|1,2,None|Ret"
1,Volvo Car Open,,https://www.wtatennis.com/tournaments/804/charleston/2018,Premier,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2018-04-02,2018-04-08,2018,4,Charleston,ITA,SC,US,USA,840,019,,America,Northern America,USA,95.0,,1.0,2516.0,64M/32Q/16D,Volvo Car Open,,Sara Errani,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ita.svg,Round of 64,L,"4-6, 4-6",https://www.wtatennis.com/players/310761/sara-errani,False,False,False,False,False,False,False,2,False,20,8,12,IT,ITA,380,150,Europe,Southern Europe,ITA,"4,6,None|4,6,None"
1,Miami Open Presented By Itau,,https://www.wtatennis.com/tournaments/902/miami/2018,Premier Mandatory,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2018-03-20,2018-03-31,2018,3,Miami,SWE,FL,US,USA,840,019,,America,Northern America,USA,116.0,,20.0,4650.0,128M/64Q/32D,Miami Open Presented By Itau,,Rebecca Peterson,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/swe.svg,Qualifying R2 Qual. R2,L,"4-6, 3-6",https://www.wtatennis.com/players/317771/rebecca-peterson,False,False,False,False,False,False,False,2,False,19,7,12,SE,SWE,752,150,Europe,Northern Europe,SWE,"4,6,None|3,6,None"
2,Miami Open Presented By Itau,,https://www.wtatennis.com/tournaments/902/miami/2018,Premier Mandatory,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2018-03-20,2018-03-31,2018,3,Miami,USA,FL,US,USA,840,019,United States of America|America|USA|US,America,Northern America,USA,357.0,,20.0,4650.0,128M/64Q/32D,Miami Open Presented By Itau,,Allie Kiick,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Qualifying R1 Qual. R1,W,"6-2, 6-2",https://www.wtatennis.com/players/319042/allie-kiick,False,False,False,False,False,False,False,2,True,16,12,4,US,USA,840,019,America,Northern America,USA,"6,2,None|6,2,None"
1,Bnp Paribas Open,,https://www.wtatennis.com/tournaments/609/indian-wells/2018,Premier Mandatory,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2018-03-07,2018-03-18,2018,3,Indian Wells,USA,CA,US,USA,840,019,United States of America|America|USA|US,America,Northern America,USA,100.0,W,10.0,15610.0,128M/64Q/32D,Bnp Paribas Open,,Sachia Vickery,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Round of 128,L,"3-6, 4-6",https://www.wtatennis.com/players/317443/sachia-vickery,False,False,False,False,False,False,False,2,False,19,7,12,US,USA,840,019,America,Northern America,USA,"3,6,None|4,6,None"
1,Taiwan Open,,https://www.wtatennis.com/tournaments/1096/singapore/2018,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2018-01-29,2018-02-04,2018,1,Taipei City,CHN,,,,,,,,,Chinese Taipei,152.0,W,60.0,6175.0,32M/32Q/16D,Taiwan Open,,Yafan Wang,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/chn.svg,Quarterfinals,L,"4-6, 0-6",https://www.wtatennis.com/players/317510/yafan-wang,False,False,False,False,False,False,False,2,False,16,4,12,CN,CHN,156,142,Asia,East Asia,CHN,"4,6,None|0,6,None"
2,Taiwan Open,,https://www.wtatennis.com/tournaments/1096/singapore/2018,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2018-01-29,2018-02-04,2018,1,Taipei City,ROU,,,,,,,,,Chinese Taipei,89.0,W,60.0,6175.0,32M/32Q/16D,Taiwan Open,,Ana Bogdan,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/rou.svg,Round of 16,W,"7-5, 7-5",https://www.wtatennis.com/players/315427/ana-bogdan,False,False,False,False,False,False,False,2,True,24,14,10,RO,ROU,642,150,Europe,Southeastern Europe,ROU,"7,5,None|7,5,None"
3,Taiwan Open,,https://www.wtatennis.com/tournaments/1096/singapore/2018,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2018-01-29,2018-02-04,2018,1,Taipei City,CHN,,,,,,,,,Chinese Taipei,116.0,W,60.0,6175.0,32M/32Q/16D,Taiwan Open,,Lin Zhu,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/chn.svg,Round of 32,W,"1-6, 7-5, 2-0",https://www.wtatennis.com/players/317306/lin-zhu,True,False,False,False,False,False,False,3,False,21,10,11,CN,CHN,156,142,Asia,East Asia,CHN,"1,6,None|7,5,None|2,0,None|Ret"
1,Australian Open,,https://www.wtatennis.com/tournaments/901/australian-open/2018,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2018-01-15,2018-01-28,2018,1,Melbourne,ROU,,AU,AUS,036,009,,Oceania,Australasia,AUS,1.0,,70.0,68286.0,128M/128Q/64D,Australian Open,,Simona Halep,1.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/rou.svg,Round of 64,L,"2-6, 2-6",https://www.wtatennis.com/players/314320/simona-halep,False,False,False,False,False,False,False,2,False,16,4,12,RO,ROU,642,150,Europe,Southeastern Europe,ROU,"2,6,None|2,6,None"
2,Australian Open,,https://www.wtatennis.com/tournaments/901/australian-open/2018,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2018-01-15,2018-01-28,2018,1,Melbourne,FRA,,AU,AUS,036,009,,Oceania,Australasia,AUS,85.0,,70.0,68286.0,128M/128Q/64D,Australian Open,,Oceane Dodin,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/fra.svg,Round of 128,W,"6-3, 7-6 (5)",https://www.wtatennis.com/players/319436/oceane-dodin,False,False,False,False,True,False,True,2,True,22,13,9,FR,FRA,250,150,Europe,Western Europe,FRA,"6,3,None|7,6,5"
1,Hobart International,,https://www.wtatennis.com/tournaments/1050/hobart/2018,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2018-01-07,2018-01-13,2018,1,Hobart,BLR,,AU,AUS,036,009,,Oceania,Australasia,AUS,69.0,W,1.0,2100.0,32M/32Q/16D,Hobart International,,Aryna Sabalenka,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/blr.svg,Round of 32,L,"4-6, 3-6",https://www.wtatennis.com/players/320760/aryna-sabalenka,False,False,False,False,False,False,False,2,False,19,7,12,BY,BLR,112,150,Europe,Eastern Europe,BLR,"4,6,None|3,6,None"
1,Bgl Bnp Paribas Luxembourg Open,,https://www.wtatennis.com/tournaments/300/luxembourg/2017,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2017-10-16,2017-10-21,2017,10,Luxembourg,SWE,,LU,LUX,442,150,,Europe,Western Europe,LUX,79.0,,1.0,1925.0,32M/32Q/16D,Bgl Bnp Paribas Luxembourg Open,,Johanna Larsson,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/swe.svg,Round of 32,L,"6-2, 2-6, 3-6",https://www.wtatennis.com/players/311593/johanna-larsson,False,False,False,False,False,False,False,3,True,25,11,14,SE,SWE,752,150,Europe,Northern Europe,SWE,"6,2,None|2,6,None|3,6,None"
1,Prudential Hong Kong Tennis Open,,https://www.wtatennis.com/tournaments/1074/hong-kong/2017,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2017-10-09,2017-10-15,2017,10,Hong Kong,DEN,,,,,,,,,"Hong-Kong, China",6.0,,1.0,3026.0,32M/32Q/16D,Prudential Hong Kong Tennis Open,,Caroline Wozniacki,3.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/den.svg,Round of 32,L,"1-6, 1-6",https://www.wtatennis.com/players/313402/caroline-wozniacki,False,False,False,False,False,False,False,2,False,14,2,12,DK,DNK,208,150,Europe,Northern Europe,DEN,"1,6,None|1,6,None"
1,China Open,,https://www.wtatennis.com/tournaments/1020/beijing/2017,Premier Mandatory,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2017-09-30,2017-10-08,2017,9,Beijing,SVK,,CN,CHN,156,142,,Asia,East Asia,CHN,28.0,W,10.0,19960.0,64M/32Q/32D,China Open,,Magdalena Rybarikova,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/svk.svg,Round of 64,L,"4-6, 3-6",https://www.wtatennis.com/players/312580/magdalena-rybarikova,False,False,False,False,False,False,False,2,False,19,7,12,SK,SVK,703,150,Europe,Central Europe,SVK,"4,6,None|3,6,None"
1,2017 Us Open Tennis Championships,,https://www.wtatennis.com/tournaments/905/us-open/2017,Grand Slam,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2017-08-28,2017-09-10,2017,8,New York,RUS,NY,US,USA,840,019,,America,Northern America,USA,89.0,,10.0,50000.0,128M/128Q/64D,2017 Us Open Tennis Championships,,Evgeniya Rodina,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/rus.svg,Round of 128,L,"6-7 (2), 1-6",https://www.wtatennis.com/players/312584/evgeniya-rodina,False,False,False,True,False,False,True,2,False,20,7,13,RU,RUS,643,150,Europe,Eastern Europe,RUS,"6,7,2|1,6,None"
1,Connecticut Open Presented By United Technologies,,https://www.wtatennis.com/tournaments/602/new-haven/2017,Premier,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2017-08-20,2017-08-26,2017,8,New Haven,POL,CT,US,USA,840,019,,America,Northern America,USA,10.0,W,55.0,10690.0,32M/64Q/16D,Connecticut Open Presented By United Technologies,,Agnieszka Radwanska,1.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/pol.svg,Round of 16,L,"3-6, 5-7",https://www.wtatennis.com/players/312251/agnieszka-radwanska,False,False,False,False,False,False,False,2,False,21,8,13,PL,POL,616,150,Europe,Central Europe,POL,"3,6,None|5,7,None"
2,Connecticut Open Presented By United Technologies,,https://www.wtatennis.com/tournaments/602/new-haven/2017,Premier,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/500k-tag.svg,2017-08-20,2017-08-26,2017,8,New Haven,USA,CT,US,USA,840,019,United States of America|America|USA|US,America,Northern America,USA,34.0,W,55.0,10690.0,32M/64Q/16D,Connecticut Open Presented By United Technologies,,Lauren Davis,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Round of 32,W,"6-1, 6-3",https://www.wtatennis.com/players/317414/lauren-davis,False,False,False,False,False,False,False,2,True,16,12,4,US,USA,840,019,America,Northern America,USA,"6,1,None|6,3,None"
1,Rogers Cup Presented By National Bank,,https://www.wtatennis.com/tournaments/806/montreal/2017,Premier 5,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2017-08-07,2017-08-13,2017,8,Toronto,CRO,,CA,CAN,124,019,,America,Northern America,CAN,51.0,W,1.0,7745.0,64M/64Q/32D,Rogers Cup Presented By National Bank,,Donna Vekic,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/cro.svg,Round of 64,L,"3-6, 4-6",https://www.wtatennis.com/players/318516/donna-vekic,False,False,False,False,False,False,False,2,False,19,7,12,HR,HRV,191,150,Europe,Southeastern Europe,CRO,"3,6,None|4,6,None"
1,Citi Open,,https://www.wtatennis.com/tournaments/1045/washington-dc/2017,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2017-07-31,2017-08-06,2017,7,Washington Dc,GER,DC,US,USA,840,019,,America,Northern America,USA,102.0,,30.0,3420.0,32M/16Q/16D,Citi Open,,Andrea Petkovic,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ger.svg,Round of 16,L,"2-6, 6-4, 0-6",https://www.wtatennis.com/players/310770/andrea-petkovic,False,False,False,False,False,False,False,3,False,24,8,16,DE,DEU,276,150,Europe,Central Europe,GER,"2,6,None|6,4,None|0,6,None"
2,Citi Open,,https://www.wtatennis.com/tournaments/1045/washington-dc/2017,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2017-07-31,2017-08-06,2017,7,Washington Dc,USA,DC,US,USA,840,019,United States of America|America|USA|US,America,Northern America,USA,61.0,,30.0,3420.0,32M/16Q/16D,Citi Open,,Christina Mchale,8.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Round of 32,W,"7-6 (6), 6-0",https://www.wtatennis.com/players/314917/christina-mchale,False,False,False,True,False,False,True,2,True,19,13,6,US,USA,840,019,America,Northern America,USA,"7,6,6|6,0,None"
1,Wimbledon,,https://www.wtatennis.com/tournaments/904/wimbledon/2017,Grand Slam,Grass,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2017-07-03,2017-07-16,2017,7,Wimbledon,ESP,,GB,GBR,826,150,Kingdom of Spain,Europe,Northern Europe,ENG,27.0,,10.0,43431.0,128M/128Q/64D,The Championships,,Carla Suárez Navarro,25.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/esp.svg,Round of 128,L,"6-1, 1-6, 1-6",https://www.wtatennis.com/players/311338/carla-su-rez-navarro,False,False,False,False,False,False,False,3,True,21,8,13,ES,ESP,724,150,Europe,Southern Europe,ESP,"6,1,None|1,6,None|1,6,None"
1,Aegon International Eastbourne,,https://www.wtatennis.com/tournaments/710/eastbourne/2017,WTA 250,Grass,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2017-06-25,2017-07-01,2017,6,Eastbourne,CZE,,GB,GBR,826,150,,Europe,Northern Europe,ENG,23.0,,1.0,3395.0,64M/32Q/16D,Aegon International Eastbourne,,Barbora Strycova,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/cze.svg,Round of 64,L,"3-6, 6-3, 2-6",https://www.wtatennis.com/players/190879/barbora-strycova,False,False,False,False,False,False,False,3,False,26,11,15,CZ,CZE,203,150,Europe,Central Europe,CZE,"3,6,None|6,3,None|2,6,None"
1,Mallorca Open,,https://www.wtatennis.com/tournaments/1091/mallorca/2017,International,Grass,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2017-06-19,2017-06-25,2017,6,Mallorca,ITA,,ES,ESP,724,150,,Europe,Southern Europe,ESP,73.0,,1.0,2100.0,32M/32Q/16D,Mallorca Open,,Francesca Schiavone,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ita.svg,Round of 32,L,"7-6 (5), 4-6, 3-6",https://www.wtatennis.com/players/190666/francesca-schiavone,False,False,False,True,False,False,True,3,True,32,14,18,IT,ITA,380,150,Europe,Southern Europe,ITA,"7,6,5|4,6,None|3,6,None"
1,Roland Garros,,https://www.wtatennis.com/tournaments/903/roland-garros/2017,Grand Slam,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2017-05-28,2017-06-11,2017,5,Paris,LAT,,FR,FRA,250,150,,Europe,Western Europe,FRA,19.0,,70.0,76776.0,128M/128Q/64D,Championnats Internationaux De France,,Anastasija Sevastova,17.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/lat.svg,Round of 64,L,"3-6, 0-6",https://www.wtatennis.com/players/313987/anastasija-sevastova,False,False,False,False,False,False,False,2,False,15,3,12,,,,,,,LAT,"3,6,None|0,6,None"
2,Roland Garros,,https://www.wtatennis.com/tournaments/903/roland-garros/2017,Grand Slam,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/gs-tag.svg,2017-05-28,2017-06-11,2017,5,Paris,JPN,,FR,FRA,250,150,,Europe,Western Europe,FRA,72.0,,70.0,76776.0,128M/128Q/64D,Championnats Internationaux De France,,Risa Ozaki,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/jpn.svg,Round of 128,W,"2-6, 6-3, 6-2",https://www.wtatennis.com/players/318704/risa-ozaki,False,False,False,False,False,False,False,3,False,25,14,11,JP,JPN,392,142,Asia,East Asia,JPN,"2,6,None|6,3,None|6,2,None"
1,Mutua Madrid Open,,https://www.wtatennis.com/tournaments/1038/madrid/2017,Premier Mandatory,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2017-05-06,2017-05-13,2017,5,Madrid,RUS,,ES,ESP,724,150,,Europe,Southern Europe,ESP,9.0,,215.0,142482.0,64M/32Q/32D,Mutua Madrid Open,,Svetlana Kuznetsova,8.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/rus.svg,Quarterfinals,L,"4-6, 0-6",https://www.wtatennis.com/players/110552/svetlana-kuznetsova,False,False,False,False,False,False,False,2,False,16,4,12,RU,RUS,643,150,Europe,Eastern Europe,RUS,"4,6,None|0,6,None"
2,Mutua Madrid Open,,https://www.wtatennis.com/tournaments/1038/madrid/2017,Premier Mandatory,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2017-05-06,2017-05-13,2017,5,Madrid,GER,,ES,ESP,724,150,,Europe,Southern Europe,ESP,2.0,,215.0,142482.0,64M/32Q/32D,Mutua Madrid Open,,Angelique Kerber,1.0,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ger.svg,Round of 16,W,"6-3, 5-0",https://www.wtatennis.com/players/311470/angelique-kerber,True,False,False,False,False,False,False,2,True,14,11,3,DE,DEU,276,150,Europe,Central Europe,GER,"6,3,None|5,0,None|Ret"
3,Mutua Madrid Open,,https://www.wtatennis.com/tournaments/1038/madrid/2017,Premier Mandatory,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2017-05-06,2017-05-13,2017,5,Madrid,RUS,,ES,ESP,724,150,,Europe,Southern Europe,ESP,258.0,,215.0,142482.0,64M/32Q/32D,Mutua Madrid Open,,Maria Sharapova,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/rus.svg,Round of 32,W,"7-5, 2-6, 6-4",https://www.wtatennis.com/players/310137/maria-sharapova,False,False,False,False,False,False,False,3,True,30,15,15,RU,RUS,643,150,Europe,Eastern Europe,RUS,"7,5,None|2,6,None|6,4,None"
4,Mutua Madrid Open,,https://www.wtatennis.com/tournaments/1038/madrid/2017,Premier Mandatory,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/1000k-tag.svg,2017-05-06,2017-05-13,2017,5,Madrid,FRA,,ES,ESP,724,150,,Europe,Southern Europe,ESP,44.0,,215.0,142482.0,64M/32Q/32D,Mutua Madrid Open,,Alizé Cornet,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/fra.svg,Round of 64,W,"6-4, 4-6, 6-1",https://www.wtatennis.com/players/312121/aliz-cornet,False,False,False,False,False,False,False,3,True,27,16,11,FR,FRA,250,150,Europe,Western Europe,FRA,"6,4,None|4,6,None|6,1,None"
1,Teb Bnp Paribas Istanbul Cup,,https://www.wtatennis.com/tournaments/1027/istanbul/2017,International,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2017-04-24,2017-04-30,2017,4,Istanbul,SVK,,TR,TUR,792,142,,Asia,Western Asia,TUR,97.0,,1.0,2100.0,32M/32Q/16D,Teb Bnp Paribas Istanbul Cup,,Jana Cepelova,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/svk.svg,Round of 32,L,"0-6, 4-6",https://www.wtatennis.com/players/316774/jana-cepelova,False,False,False,False,False,False,False,2,False,16,4,12,SK,SVK,703,150,Europe,Central Europe,SVK,"0,6,None|4,6,None"
1,"Itf/Usta $80,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2017-04-10,2017-04-16,2017,4,Indian Harbour Beach,USA,,,,,,United States of America|America|USA|US,,,Florida,896.0,W,,2027.0,32M/32Q/16D,"Itf/Usta $80,000",,Victoria Duval,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Quarterfinals,L,"0-6, 3-6",https://www.wtatennis.com/players/317901/victoria-duval,False,False,False,False,False,False,False,2,False,15,3,12,US,USA,840,019,America,Northern America,USA,"0,6,None|3,6,None"
2,"Itf/Usta $80,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2017-04-10,2017-04-16,2017,4,Indian Harbour Beach,UKR,,,,,,,,,Florida,305.0,W,,2027.0,32M/32Q/16D,"Itf/Usta $80,000",,Anhelina Kalinina,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/ukr.svg,Round of 16,W,"7-5, 6-4",https://www.wtatennis.com/players/320567/anhelina-kalinina,False,False,False,False,False,False,False,2,True,22,13,9,UA,UKR,804,150,Europe,Eastern Europe,UKR,"7,5,None|6,4,None"
3,"Itf/Usta $80,000",https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,,ITF,Clay,https://www.wtatennis.com/resources/v7.42.0/i/elements/itf.png,2017-04-10,2017-04-16,2017,4,Indian Harbour Beach,USA,,,,,,United States of America|America|USA|US,,,Florida,601.0,W,,2027.0,32M/32Q/16D,"Itf/Usta $80,000",,Brianna Morgan,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/usa.svg,Round of 32,W,"6-4, 2-6, 6-4",https://www.wtatennis.com/players/318565/brianna-morgan,False,False,False,False,False,False,False,3,True,28,14,14,US,USA,840,019,America,Northern America,USA,"6,4,None|2,6,None|6,4,None"
1,Abierto Gnp Seguros,,https://www.wtatennis.com/tournaments/1039/monterrey/2017,International,Hard,https://www.wtatennis.com/resources/v7.42.0/i/elements/250k-tag.svg,2017-04-03,2017-04-09,2017,4,Monterrey,ESP,,MX,MEX,484,019,Kingdom of Spain,America,Central America,MEX,98.0,,1.0,1925.0,32M/32Q/16D,Abierto Gnp Seguros,,Sara Sorribes Tormo,,https://www.wtatennis.com/resources/v7.42.0/i/elements/flags/esp.svg,Round of 32,L,"6-7 (8), 3-6",https://www.wtatennis.com/players/318872/sara-sorribes-tormo,False,False,False,True,False,False,True,2,False,22,9,13,ES,ESP,724,150,Europe,Southern Europe,ESP,"6,7,8|3,6,None"
